City,Latitude,Longitude,Crime_Type,Date,Time,Severity_Score,Weather_Condition,Patrol_Presence
Jaipur,26.9124,75.7873,Theft,26-12-2023,17:27,1,Stormy,No
Paota,27.3763,76.0405,Murder,18-11-2023,12:31,8,Cloudy,Yes
Jamwa Ramgarh,26.964,75.876,Fraud,16-01-2023,0:17,10,Rainy,Yes
Paota,27.3763,76.0405,Fraud,19-07-2023,22:2,3,Foggy,No
Jagatpura,26.8626,75.847,Burglary,08-01-2023,8:32,6,Clear,No
Chomu,27.17,75.7221,Pickpocket,10-04-2023,14:27,5,Clear,No
Sanganer,26.8191,75.8028,Murder,28-08-2023,14:29,7,Clear,Yes
Mansarovar,26.8648,75.759,Theft,21-04-2023,11:52,4,Foggy,No
Sanganer,26.8191,75.8028,Fraud,19-11-2023,14:15,8,Foggy,Yes
C-Scheme,26.9124,75.7873,Pickpocket,09-06-2023,5:46,5,Rainy,No
Dudu,26.7043,75.585,Theft,27-10-2023,1:53,9,Cloudy,Yes
Bapu Nagar,26.8926,75.812,Assault,20-10-2023,18:6,4,Rainy,No
Shahpura,27.3913,75.9595,Theft,16-03-2023,2:53,5,Rainy,Yes
Kotputli,27.7025,76.1996,Assault,06-06-2023,15:23,4,Stormy,Yes
Bassi,26.8394,76.0411,Theft,26-07-2023,18:32,7,Rainy,Yes
Jaipur,26.9124,75.7873,Murder,28-09-2023,10:35,6,Cloudy,No
Vaishali Nagar,26.922,75.7411,Theft,30-06-2023,10:21,5,Rainy,No
Jamwa Ramgarh,26.964,75.876,Theft,28-04-2023,5:12,2,Rainy,No
Phagi,26.5873,75.6671,Robbery,23-10-2023,18:45,7,Clear,No
Amber,26.9948,75.8513,Robbery,20-06-2023,6:25,2,Cloudy,No
Chomu,27.17,75.7221,Murder,15-01-2023,17:44,2,Cloudy,Yes
Raja Park,26.8996,75.8277,Assault,17-09-2023,16:29,9,Cloudy,Yes
Chaksu,26.6052,75.9481,Fraud,19-05-2023,14:37,10,Stormy,Yes
Mansarovar,26.8648,75.759,Theft,28-12-2023,11:53,10,Cloudy,No
Ajmer Road,26.9117,75.7437,Pickpocket,29-04-2023,10:2,2,Rainy,No
Chomu,27.17,75.7221,Robbery,13-05-2023,12:3,8,Rainy,Yes
Viratnagar,27.3189,76.1833,Assault,29-11-2023,5:24,6,Clear,Yes
Phulera,26.8732,75.2433,Burglary,13-08-2023,14:53,7,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Murder,27-11-2023,19:44,1,Clear,No
Gopalpura,26.8815,75.789,Pickpocket,05-07-2023,16:14,3,Clear,No
Jaipur,26.9124,75.7873,Vandalism,29-12-2023,9:45,10,Foggy,No
Bapu Nagar,26.8926,75.812,Robbery,26-05-2023,11:55,9,Foggy,No
Chomu,27.17,75.7221,Robbery,31-01-2023,17:40,4,Rainy,No
Phulera,26.8732,75.2433,Pickpocket,24-06-2023,9:16,8,Clear,Yes
Amber,26.9948,75.8513,Theft,08-04-2023,13:2,4,Rainy,No
Chaksu,26.6052,75.9481,Murder,05-08-2023,3:59,8,Stormy,Yes
Mauzamabad,26.5215,75.488,Assault,24-06-2023,11:59,9,Clear,Yes
C-Scheme,26.9124,75.7873,Pickpocket,12-08-2023,23:45,2,Clear,Yes
Kishangarh-Renwal,26.7536,75.565,Pickpocket,22-09-2023,15:19,5,Foggy,No
Jagatpura,26.8626,75.847,Pickpocket,01-10-2023,8:19,4,Clear,Yes
Gopalpura,26.8815,75.789,Assault,22-07-2023,20:54,2,Clear,Yes
Gopalpura,26.8815,75.789,Burglary,04-06-2023,23:36,9,Foggy,Yes
Kishangarh-Renwal,26.7536,75.565,Burglary,08-03-2023,6:6,10,Cloudy,Yes
Kot Khawada,26.7972,75.67,Theft,01-01-2023,11:33,10,Stormy,No
Sindhi Camp,26.9216,75.796,Pickpocket,07-08-2023,17:4,6,Stormy,No
Paota,27.3763,76.0405,Vandalism,08-10-2023,21:45,5,Foggy,Yes
C-Scheme,26.9124,75.7873,Robbery,03-05-2023,20:34,8,Rainy,Yes
Jaipur,26.9124,75.7873,Assault,15-03-2023,11:0,6,Foggy,Yes
Raja Park,26.8996,75.8277,Vandalism,08-05-2023,8:1,8,Clear,Yes
Vaishali Nagar,26.922,75.7411,Burglary,29-04-2023,22:33,5,Stormy,Yes
Bassi,26.8394,76.0411,Assault,17-12-2023,7:15,8,Foggy,No
Malviya Nagar,26.8526,75.818,Vandalism,28-09-2023,1:24,5,Rainy,No
Mauzamabad,26.5215,75.488,Assault,11-08-2023,19:57,7,Foggy,Yes
Jaipur,26.9124,75.7873,Murder,05-02-2023,5:7,5,Stormy,No
Sanganer,26.8191,75.8028,Pickpocket,19-07-2023,1:58,3,Stormy,No
Kishangarh-Renwal,26.7536,75.565,Theft,12-07-2023,16:31,1,Clear,No
Mauzmabad,26.5215,75.488,Murder,18-11-2023,7:14,5,Clear,No
Tonk Road,26.8537,75.805,Murder,08-02-2023,18:59,9,Cloudy,Yes
Sindhi Camp,26.9216,75.796,Pickpocket,09-08-2023,20:11,6,Stormy,No
Vaishali Nagar,26.922,75.7411,Murder,09-12-2023,18:22,2,Stormy,Yes
Viratnagar,27.3189,76.1833,Robbery,20-01-2023,11:48,6,Foggy,Yes
Dudu,26.7043,75.585,Vandalism,29-04-2023,18:48,9,Clear,Yes
Kishangarh-Renwal,26.7536,75.565,Robbery,23-11-2023,13:56,4,Cloudy,Yes
Kotputli,27.7025,76.1996,Burglary,02-11-2023,8:48,4,Clear,No
Tonk Road,26.8537,75.805,Robbery,15-02-2023,17:23,6,Cloudy,Yes
Bapu Nagar,26.8926,75.812,Assault,07-05-2023,11:26,9,Rainy,No
Jagatpura,26.8626,75.847,Fraud,19-07-2023,12:24,3,Foggy,Yes
Chomu,27.17,75.7221,Vandalism,03-05-2023,9:2,9,Foggy,Yes
Phagi,26.5873,75.6671,Murder,01-03-2023,4:30,9,Stormy,Yes
Mauzmabad,26.5215,75.488,Theft,29-04-2023,3:20,9,Clear,No
Sambhar,26.9131,75.1914,Murder,22-03-2023,20:44,2,Clear,No
Bapu Nagar,26.8926,75.812,Theft,01-03-2023,12:43,10,Stormy,Yes
Mansarovar,26.8648,75.759,Murder,29-09-2023,5:14,7,Cloudy,No
Amber,26.9948,75.8513,Assault,22-12-2023,20:56,3,Clear,Yes
Dudu,26.7043,75.585,Murder,08-04-2023,5:15,9,Foggy,No
Raja Park,26.8996,75.8277,Theft,10-11-2023,15:29,2,Stormy,Yes
Bassi,26.8394,76.0411,Fraud,06-05-2023,11:36,4,Foggy,No
Phulera,26.8732,75.2433,Burglary,03-07-2023,14:16,4,Foggy,No
Chaksu,26.6052,75.9481,Murder,15-05-2023,20:59,9,Foggy,No
Bapu Nagar,26.8926,75.812,Fraud,05-11-2023,1:47,5,Cloudy,No
Mauzmabad,26.5215,75.488,Fraud,17-03-2023,21:49,1,Stormy,Yes
Kotputli,27.7025,76.1996,Fraud,28-02-2023,13:27,8,Stormy,No
Malviya Nagar,26.8526,75.818,Vandalism,14-07-2023,7:16,5,Clear,Yes
Phagi,26.5873,75.6671,Fraud,06-07-2023,9:29,3,Cloudy,Yes
Phulera,26.8732,75.2433,Pickpocket,06-07-2023,15:24,4,Cloudy,No
Bapu Nagar,26.8926,75.812,Theft,26-06-2023,16:28,1,Clear,Yes
Vaishali Nagar,26.922,75.7411,Assault,14-05-2023,14:27,4,Clear,No
Chomu,27.17,75.7221,Fraud,21-09-2023,0:19,4,Rainy,Yes
Raja Park,26.8996,75.8277,Robbery,12-04-2023,4:57,1,Cloudy,Yes
Phulera,26.8732,75.2433,Fraud,09-09-2023,20:43,8,Clear,No
Kotputli,27.7025,76.1996,Robbery,23-01-2023,4:22,7,Stormy,No
Sanganer,26.8191,75.8028,Robbery,21-12-2023,20:59,8,Clear,Yes
Chomu,27.17,75.7221,Vandalism,26-03-2023,9:24,9,Stormy,No
Ajmer Road,26.9117,75.7437,Burglary,01-01-2023,12:39,6,Stormy,Yes
Sindhi Camp,26.9216,75.796,Robbery,21-07-2023,0:51,7,Rainy,No
Kishangarh-Renwal,26.7536,75.565,Murder,08-03-2023,6:16,10,Foggy,Yes
Jagatpura,26.8626,75.847,Robbery,11-01-2023,5:8,3,Stormy,Yes
Sambhar,26.9131,75.1914,Theft,14-12-2023,9:34,7,Cloudy,Yes
Jagatpura,26.8626,75.847,Fraud,29-04-2023,13:11,3,Rainy,Yes
Mansarovar,26.8648,75.759,Assault,29-09-2023,2:33,8,Foggy,Yes
Jagatpura,26.8626,75.847,Burglary,22-08-2023,5:3,2,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Pickpocket,07-11-2023,11:43,1,Clear,No
Gopalpura,26.8815,75.789,Murder,22-11-2023,21:9,1,Foggy,Yes
Phulera,26.8732,75.2433,Assault,15-04-2023,2:5,10,Cloudy,No
Malviya Nagar,26.8526,75.818,Theft,27-12-2023,22:43,6,Foggy,Yes
Raja Park,26.8996,75.8277,Robbery,10-06-2023,13:23,8,Cloudy,Yes
Mauzamabad,26.5215,75.488,Robbery,06-03-2023,11:41,8,Cloudy,No
Shahpura,27.3913,75.9595,Robbery,18-09-2023,16:45,6,Clear,Yes
Jagatpura,26.8626,75.847,Burglary,29-09-2023,17:59,5,Cloudy,Yes
Dudu,26.7043,75.585,Theft,14-11-2023,1:13,1,Rainy,No
Phagi,26.5873,75.6671,Assault,06-11-2023,10:0,5,Stormy,No
Sindhi Camp,26.9216,75.796,Assault,31-07-2023,0:23,2,Clear,No
Shahpura,27.3913,75.9595,Assault,08-02-2023,19:5,10,Foggy,Yes
Chaksu,26.6052,75.9481,Fraud,20-02-2023,3:37,1,Clear,Yes
Chomu,27.17,75.7221,Pickpocket,13-07-2023,21:9,10,Foggy,Yes
C-Scheme,26.9124,75.7873,Fraud,23-11-2023,19:19,9,Rainy,Yes
Amber,26.9948,75.8513,Burglary,20-06-2023,20:53,4,Cloudy,Yes
Bapu Nagar,26.8926,75.812,Theft,14-01-2023,7:10,10,Cloudy,No
Chomu,27.17,75.7221,Theft,23-01-2023,10:12,8,Foggy,Yes
Kishangarh-Renwal,26.7536,75.565,Murder,29-07-2023,10:20,1,Clear,No
Kotputli,27.7025,76.1996,Burglary,18-01-2023,23:9,3,Cloudy,No
Vaishali Nagar,26.922,75.7411,Theft,02-12-2023,4:32,3,Cloudy,No
Tonk Road,26.8537,75.805,Murder,14-06-2023,11:23,3,Stormy,Yes
Jamwa Ramgarh,26.964,75.876,Theft,29-11-2023,2:35,3,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Vandalism,21-10-2023,21:36,1,Cloudy,No
Jaipur,26.9124,75.7873,Vandalism,24-05-2023,12:46,1,Stormy,No
Phulera,26.8732,75.2433,Burglary,18-05-2023,20:13,2,Rainy,Yes
Ajmer Road,26.9117,75.7437,Robbery,16-11-2023,21:59,1,Stormy,No
Sanganer,26.8191,75.8028,Assault,22-09-2023,18:50,6,Cloudy,Yes
Mansarovar,26.8648,75.759,Burglary,31-12-2023,21:12,10,Cloudy,Yes
Malviya Nagar,26.8526,75.818,Robbery,10-08-2023,1:32,7,Stormy,Yes
Dudu,26.7043,75.585,Pickpocket,21-11-2023,10:54,5,Foggy,Yes
Malviya Nagar,26.8526,75.818,Vandalism,11-04-2023,2:41,10,Stormy,Yes
Tonk Road,26.8537,75.805,Fraud,19-08-2023,12:21,2,Rainy,No
Jamwa Ramgarh,26.964,75.876,Robbery,28-04-2023,18:46,1,Foggy,Yes
Gopalpura,26.8815,75.789,Burglary,22-02-2023,0:20,5,Foggy,Yes
Gopalpura,26.8815,75.789,Assault,02-09-2023,12:55,7,Stormy,No
Sindhi Camp,26.9216,75.796,Murder,03-04-2023,7:16,10,Clear,Yes
Amber,26.9948,75.8513,Burglary,06-06-2023,9:45,9,Rainy,No
Dudu,26.7043,75.585,Assault,11-12-2023,18:46,3,Stormy,Yes
Shahpura,27.3913,75.9595,Fraud,20-09-2023,22:55,4,Stormy,Yes
Mauzamabad,26.5215,75.488,Murder,18-01-2023,17:21,8,Clear,Yes
Tonk Road,26.8537,75.805,Murder,08-04-2023,5:3,10,Cloudy,No
Tonk Road,26.8537,75.805,Fraud,11-04-2023,3:2,10,Cloudy,Yes
Jagatpura,26.8626,75.847,Murder,23-09-2023,23:30,1,Stormy,Yes
Bassi,26.8394,76.0411,Assault,20-07-2023,13:8,6,Rainy,No
Chaksu,26.6052,75.9481,Robbery,26-06-2023,1:47,2,Foggy,Yes
Shahpura,27.3913,75.9595,Robbery,11-08-2023,16:53,1,Foggy,Yes
Paota,27.3763,76.0405,Assault,17-08-2023,18:29,10,Cloudy,No
Chaksu,26.6052,75.9481,Vandalism,04-06-2023,0:20,5,Rainy,No
Mauzmabad,26.5215,75.488,Murder,25-09-2023,11:11,9,Rainy,No
Vaishali Nagar,26.922,75.7411,Pickpocket,08-02-2023,12:1,4,Foggy,No
Mauzamabad,26.5215,75.488,Theft,06-07-2023,2:45,10,Clear,No
Bapu Nagar,26.8926,75.812,Fraud,01-09-2023,6:24,6,Cloudy,Yes
Phagi,26.5873,75.6671,Robbery,14-12-2023,2:57,5,Clear,Yes
Kotputli,27.7025,76.1996,Theft,16-11-2023,17:0,3,Rainy,No
Sanganer,26.8191,75.8028,Fraud,16-10-2023,2:1,3,Clear,Yes
Phulera,26.8732,75.2433,Pickpocket,05-09-2023,5:22,1,Cloudy,No
Sambhar,26.9131,75.1914,Burglary,13-07-2023,3:54,3,Rainy,Yes
Kishangarh-Renwal,26.7536,75.565,Vandalism,26-10-2023,3:12,2,Stormy,Yes
Phulera,26.8732,75.2433,Fraud,14-11-2023,16:56,4,Clear,No
Viratnagar,27.3189,76.1833,Robbery,30-11-2023,12:56,2,Stormy,Yes
Mauzamabad,26.5215,75.488,Burglary,20-07-2023,18:11,10,Cloudy,Yes
Chaksu,26.6052,75.9481,Pickpocket,19-02-2023,14:49,10,Cloudy,Yes
Raja Park,26.8996,75.8277,Fraud,09-06-2023,2:4,1,Stormy,No
Jaipur,26.9124,75.7873,Theft,16-07-2023,7:28,6,Stormy,Yes
Bassi,26.8394,76.0411,Fraud,04-06-2023,5:57,1,Rainy,Yes
Raja Park,26.8996,75.8277,Vandalism,03-05-2023,13:34,3,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Theft,12-05-2023,11:58,1,Cloudy,Yes
Mauzmabad,26.5215,75.488,Burglary,15-03-2023,6:7,4,Rainy,No
Amber,26.9948,75.8513,Burglary,22-11-2023,11:26,1,Stormy,No
Raja Park,26.8996,75.8277,Murder,29-11-2023,15:51,9,Cloudy,Yes
Ajmer Road,26.9117,75.7437,Murder,23-10-2023,14:27,6,Rainy,No
Chomu,27.17,75.7221,Vandalism,15-09-2023,15:21,3,Foggy,Yes
Chaksu,26.6052,75.9481,Burglary,22-12-2023,9:23,1,Rainy,No
Sindhi Camp,26.9216,75.796,Vandalism,07-09-2023,13:8,10,Rainy,Yes
Ajmer Road,26.9117,75.7437,Burglary,29-04-2023,5:4,4,Clear,Yes
Chaksu,26.6052,75.9481,Robbery,25-03-2023,13:37,6,Stormy,No
Phagi,26.5873,75.6671,Theft,19-03-2023,18:27,8,Stormy,Yes
Sambhar,26.9131,75.1914,Pickpocket,23-05-2023,21:25,6,Cloudy,No
Sambhar,26.9131,75.1914,Pickpocket,17-12-2023,19:26,5,Foggy,Yes
Phulera,26.8732,75.2433,Burglary,13-02-2023,6:47,8,Stormy,No
Tonk Road,26.8537,75.805,Pickpocket,08-06-2023,18:48,1,Stormy,Yes
Sanganer,26.8191,75.8028,Pickpocket,20-08-2023,7:48,8,Foggy,No
Gopalpura,26.8815,75.789,Burglary,09-03-2023,14:37,5,Stormy,Yes
Chomu,27.17,75.7221,Theft,19-12-2023,5:53,8,Rainy,Yes
Viratnagar,27.3189,76.1833,Pickpocket,30-05-2023,13:58,4,Stormy,No
Vaishali Nagar,26.922,75.7411,Robbery,23-06-2023,19:59,10,Clear,No
Ajmer Road,26.9117,75.7437,Burglary,25-02-2023,12:44,1,Foggy,No
Malviya Nagar,26.8526,75.818,Fraud,15-01-2023,14:17,9,Clear,No
Paota,27.3763,76.0405,Pickpocket,14-04-2023,5:31,1,Stormy,Yes
Kotputli,27.7025,76.1996,Murder,11-07-2023,23:46,1,Stormy,No
Shahpura,27.3913,75.9595,Burglary,19-08-2023,13:32,5,Stormy,No
Ajmer Road,26.9117,75.7437,Fraud,13-09-2023,9:25,6,Foggy,Yes
Jaipur,26.9124,75.7873,Murder,19-12-2023,21:54,8,Rainy,Yes
Dudu,26.7043,75.585,Robbery,02-10-2023,5:42,8,Stormy,No
Malviya Nagar,26.8526,75.818,Burglary,23-11-2023,18:35,1,Clear,Yes
Phagi,26.5873,75.6671,Burglary,20-02-2023,22:0,7,Cloudy,No
Chaksu,26.6052,75.9481,Robbery,07-12-2023,3:12,8,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Pickpocket,19-06-2023,0:32,7,Cloudy,Yes
C-Scheme,26.9124,75.7873,Murder,21-06-2023,19:45,8,Clear,Yes
Chomu,27.17,75.7221,Vandalism,04-03-2023,12:36,9,Stormy,No
C-Scheme,26.9124,75.7873,Murder,30-07-2023,18:17,10,Foggy,No
Ajmer Road,26.9117,75.7437,Robbery,19-07-2023,3:30,9,Stormy,Yes
Malviya Nagar,26.8526,75.818,Theft,08-12-2023,10:37,4,Rainy,Yes
Bapu Nagar,26.8926,75.812,Murder,28-02-2023,22:3,1,Rainy,Yes
Kishangarh-Renwal,26.7536,75.565,Murder,21-07-2023,16:2,10,Rainy,No
Vaishali Nagar,26.922,75.7411,Robbery,01-10-2023,21:34,6,Foggy,No
Jagatpura,26.8626,75.847,Fraud,05-09-2023,3:53,4,Cloudy,No
Viratnagar,27.3189,76.1833,Assault,23-09-2023,21:6,9,Stormy,No
Amber,26.9948,75.8513,Murder,05-02-2023,14:13,4,Clear,No
Jamwa Ramgarh,26.964,75.876,Burglary,16-07-2023,19:48,3,Rainy,No
Raja Park,26.8996,75.8277,Theft,27-11-2023,0:1,7,Cloudy,No
Kot Khawada,26.7972,75.67,Vandalism,27-11-2023,5:31,8,Stormy,Yes
Mansarovar,26.8648,75.759,Theft,28-07-2023,14:2,3,Foggy,No
Paota,27.3763,76.0405,Pickpocket,06-04-2023,13:26,9,Stormy,No
Shahpura,27.3913,75.9595,Burglary,09-09-2023,2:22,3,Clear,Yes
Jaipur,26.9124,75.7873,Assault,21-08-2023,17:44,1,Foggy,No
Mauzmabad,26.5215,75.488,Murder,14-11-2023,14:19,5,Clear,Yes
Mauzmabad,26.5215,75.488,Burglary,10-05-2023,5:26,2,Stormy,Yes
Ajmer Road,26.9117,75.7437,Pickpocket,12-05-2023,9:53,6,Stormy,No
Viratnagar,27.3189,76.1833,Robbery,25-03-2023,1:2,3,Rainy,Yes
Sambhar,26.9131,75.1914,Robbery,10-02-2023,0:21,8,Rainy,No
Ajmer Road,26.9117,75.7437,Fraud,07-05-2023,0:59,10,Clear,No
Mansarovar,26.8648,75.759,Burglary,28-01-2023,16:6,9,Foggy,No
Jaipur,26.9124,75.7873,Pickpocket,05-02-2023,3:1,6,Cloudy,Yes
Ajmer Road,26.9117,75.7437,Murder,20-11-2023,1:20,5,Stormy,Yes
Raja Park,26.8996,75.8277,Murder,04-06-2023,11:13,2,Stormy,Yes
Shahpura,27.3913,75.9595,Theft,11-05-2023,21:28,10,Foggy,Yes
Kot Khawada,26.7972,75.67,Pickpocket,01-01-2023,3:57,5,Foggy,No
Sanganer,26.8191,75.8028,Murder,07-07-2023,18:27,2,Clear,No
Phagi,26.5873,75.6671,Theft,15-09-2023,1:36,8,Cloudy,No
Sanganer,26.8191,75.8028,Pickpocket,01-11-2023,16:30,8,Cloudy,No
Kot Khawada,26.7972,75.67,Vandalism,09-03-2023,15:2,10,Stormy,No
Raja Park,26.8996,75.8277,Pickpocket,02-02-2023,5:43,9,Foggy,No
Jaipur,26.9124,75.7873,Robbery,09-07-2023,18:56,2,Foggy,No
Jaipur,26.9124,75.7873,Burglary,23-01-2023,14:47,9,Foggy,No
Shahpura,27.3913,75.9595,Theft,08-06-2023,12:9,2,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Vandalism,01-09-2023,9:4,3,Stormy,No
Ajmer Road,26.9117,75.7437,Assault,29-07-2023,21:46,2,Rainy,No
Gopalpura,26.8815,75.789,Assault,25-09-2023,2:58,1,Foggy,No
Ajmer Road,26.9117,75.7437,Assault,08-08-2023,3:27,3,Cloudy,Yes
Sanganer,26.8191,75.8028,Burglary,26-04-2023,16:24,6,Foggy,Yes
Chomu,27.17,75.7221,Fraud,07-05-2023,19:15,8,Rainy,No
Sindhi Camp,26.9216,75.796,Robbery,28-07-2023,6:38,7,Foggy,Yes
C-Scheme,26.9124,75.7873,Pickpocket,11-06-2023,0:28,9,Cloudy,No
C-Scheme,26.9124,75.7873,Vandalism,02-10-2023,4:40,6,Cloudy,No
Phulera,26.8732,75.2433,Fraud,21-03-2023,14:37,8,Rainy,Yes
Kotputli,27.7025,76.1996,Assault,25-05-2023,8:7,5,Stormy,Yes
Malviya Nagar,26.8526,75.818,Robbery,09-12-2023,8:43,8,Stormy,No
Kishangarh-Renwal,26.7536,75.565,Murder,04-03-2023,15:9,3,Clear,Yes
C-Scheme,26.9124,75.7873,Vandalism,01-05-2023,13:8,9,Clear,Yes
Sindhi Camp,26.9216,75.796,Vandalism,26-02-2023,11:53,8,Cloudy,Yes
Paota,27.3763,76.0405,Vandalism,21-08-2023,3:27,2,Rainy,No
Amber,26.9948,75.8513,Fraud,27-09-2023,13:54,1,Stormy,Yes
Viratnagar,27.3189,76.1833,Vandalism,10-01-2023,0:52,8,Cloudy,Yes
Paota,27.3763,76.0405,Burglary,17-02-2023,2:36,10,Foggy,No
Phulera,26.8732,75.2433,Pickpocket,11-12-2023,2:45,5,Rainy,Yes
Mauzmabad,26.5215,75.488,Vandalism,11-05-2023,20:55,7,Foggy,Yes
Sindhi Camp,26.9216,75.796,Fraud,17-09-2023,9:0,4,Clear,No
Kot Khawada,26.7972,75.67,Vandalism,04-12-2023,7:56,6,Stormy,Yes
Phagi,26.5873,75.6671,Vandalism,23-07-2023,4:9,2,Cloudy,Yes
Jagatpura,26.8626,75.847,Pickpocket,06-06-2023,20:53,3,Clear,Yes
Mauzamabad,26.5215,75.488,Burglary,14-04-2023,7:38,6,Cloudy,No
Kishangarh-Renwal,26.7536,75.565,Burglary,17-05-2023,0:38,7,Rainy,No
Sindhi Camp,26.9216,75.796,Assault,06-01-2023,1:21,1,Cloudy,Yes
Phulera,26.8732,75.2433,Burglary,20-12-2023,3:56,10,Rainy,Yes
Malviya Nagar,26.8526,75.818,Robbery,01-01-2023,7:19,10,Foggy,Yes
Bassi,26.8394,76.0411,Fraud,14-07-2023,8:27,3,Clear,Yes
Paota,27.3763,76.0405,Robbery,26-10-2023,20:49,7,Rainy,No
Bassi,26.8394,76.0411,Burglary,15-07-2023,14:0,6,Rainy,No
Jamwa Ramgarh,26.964,75.876,Robbery,17-12-2023,7:10,10,Stormy,Yes
Sambhar,26.9131,75.1914,Assault,11-09-2023,11:19,6,Foggy,No
Sanganer,26.8191,75.8028,Fraud,31-10-2023,17:48,4,Rainy,No
Gopalpura,26.8815,75.789,Assault,26-05-2023,5:48,10,Foggy,No
Jaipur,26.9124,75.7873,Burglary,17-07-2023,21:19,3,Stormy,No
Jamwa Ramgarh,26.964,75.876,Burglary,05-05-2023,21:0,5,Stormy,No
Bassi,26.8394,76.0411,Vandalism,14-07-2023,4:18,7,Clear,Yes
Phulera,26.8732,75.2433,Theft,24-08-2023,14:57,4,Rainy,No
Vaishali Nagar,26.922,75.7411,Assault,06-05-2023,5:25,10,Rainy,No
Shahpura,27.3913,75.9595,Vandalism,30-07-2023,21:7,2,Stormy,Yes
Mansarovar,26.8648,75.759,Assault,19-09-2023,6:13,9,Clear,No
Bapu Nagar,26.8926,75.812,Vandalism,28-06-2023,21:12,5,Stormy,No
Chaksu,26.6052,75.9481,Pickpocket,11-06-2023,5:6,7,Cloudy,No
Mansarovar,26.8648,75.759,Vandalism,01-11-2023,23:26,3,Foggy,Yes
Sindhi Camp,26.9216,75.796,Robbery,28-08-2023,3:38,4,Stormy,No
Dudu,26.7043,75.585,Assault,14-07-2023,17:35,7,Foggy,No
Mansarovar,26.8648,75.759,Assault,13-09-2023,9:0,7,Rainy,Yes
Chomu,27.17,75.7221,Burglary,30-04-2023,15:57,7,Clear,Yes
C-Scheme,26.9124,75.7873,Burglary,23-11-2023,12:44,8,Clear,Yes
Jaipur,26.9124,75.7873,Fraud,08-05-2023,6:51,2,Cloudy,Yes
Chaksu,26.6052,75.9481,Vandalism,16-02-2023,18:2,4,Foggy,No
Phagi,26.5873,75.6671,Murder,31-03-2023,15:53,7,Stormy,No
Bassi,26.8394,76.0411,Murder,28-01-2023,12:42,3,Rainy,No
Chomu,27.17,75.7221,Theft,03-09-2023,11:19,10,Rainy,Yes
Phulera,26.8732,75.2433,Burglary,28-12-2023,17:28,6,Clear,Yes
Bapu Nagar,26.8926,75.812,Murder,01-09-2023,13:27,3,Foggy,Yes
Phulera,26.8732,75.2433,Burglary,21-07-2023,12:51,5,Foggy,Yes
Phagi,26.5873,75.6671,Assault,08-08-2023,4:36,7,Foggy,No
Vaishali Nagar,26.922,75.7411,Theft,22-09-2023,10:15,8,Stormy,No
Bapu Nagar,26.8926,75.812,Fraud,10-02-2023,13:40,10,Foggy,Yes
Dudu,26.7043,75.585,Theft,29-04-2023,15:31,5,Stormy,No
Sindhi Camp,26.9216,75.796,Assault,06-05-2023,12:7,1,Clear,Yes
Kishangarh-Renwal,26.7536,75.565,Murder,31-10-2023,17:24,6,Cloudy,No
Phulera,26.8732,75.2433,Theft,20-12-2023,19:36,5,Rainy,No
Mauzamabad,26.5215,75.488,Assault,28-02-2023,22:23,1,Clear,Yes
Phagi,26.5873,75.6671,Robbery,29-09-2023,0:42,3,Cloudy,Yes
C-Scheme,26.9124,75.7873,Vandalism,31-01-2023,15:33,9,Stormy,No
Kishangarh-Renwal,26.7536,75.565,Burglary,03-02-2023,6:13,2,Foggy,Yes
Vaishali Nagar,26.922,75.7411,Pickpocket,06-05-2023,10:51,2,Foggy,No
Dudu,26.7043,75.585,Burglary,05-12-2023,22:57,10,Foggy,Yes
Mauzamabad,26.5215,75.488,Assault,09-02-2023,21:39,2,Foggy,Yes
Mansarovar,26.8648,75.759,Pickpocket,25-06-2023,9:8,10,Foggy,No
Kishangarh-Renwal,26.7536,75.565,Burglary,28-11-2023,8:9,9,Cloudy,Yes
Kotputli,27.7025,76.1996,Pickpocket,22-07-2023,18:27,1,Cloudy,Yes
Mauzmabad,26.5215,75.488,Assault,30-08-2023,7:34,10,Cloudy,Yes
Kotputli,27.7025,76.1996,Pickpocket,25-02-2023,10:49,4,Foggy,Yes
Sindhi Camp,26.9216,75.796,Fraud,18-03-2023,0:49,1,Stormy,No
Mauzamabad,26.5215,75.488,Murder,14-11-2023,17:52,1,Rainy,No
Jamwa Ramgarh,26.964,75.876,Vandalism,26-05-2023,13:32,9,Rainy,No
Sindhi Camp,26.9216,75.796,Burglary,15-11-2023,1:47,4,Stormy,No
Viratnagar,27.3189,76.1833,Murder,21-12-2023,0:0,5,Rainy,No
Sindhi Camp,26.9216,75.796,Murder,03-03-2023,1:22,8,Clear,Yes
Chaksu,26.6052,75.9481,Fraud,11-07-2023,6:27,8,Cloudy,No
Vaishali Nagar,26.922,75.7411,Vandalism,08-04-2023,3:48,8,Clear,Yes
Kot Khawada,26.7972,75.67,Theft,24-12-2023,0:11,4,Stormy,No
Raja Park,26.8996,75.8277,Assault,18-04-2023,1:28,3,Stormy,Yes
